id,longitude,latitude,region,status_group
13230,36.52648332,-6.57647969,Dodoma,non functional
65213,35.80843853,-4.53717049,Dodoma,non functional
41963,35.84580378,-6.34543713,Dodoma,functional
18193,36.34203584,-6.15509141,Dodoma,functional
13596,36.22143814,-6.1493732,Dodoma,non functional
41830,36.71250846,-6.43545308,Dodoma,non functional
49942,35.96028713,-6.49169939,Dodoma,functional needs repair
71853,36.18776195,-6.15115163,Dodoma,non functional
44644,36.23364966,-4.73339962,Dodoma,non functional
4417,35.98316568,-5.0542942,Dodoma,non functional
61933,35.37218286,-5.73342298,Dodoma,functional
40438,35.87952322,-6.17036232,Dodoma,functional needs repair
3083,35.76864919,-6.65872481,Dodoma,non functional
1524,35.9165922,-4.71780222,Dodoma,functional needs repair
15864,36.37842073,-6.58960822,Dodoma,non functional
44821,36.12969324,-6.20670474,Dodoma,non functional
30814,35.45117862,-5.17395007,Dodoma,non functional
31686,35.87174693,-5.88837555,Dodoma,functional needs repair
70187,35.93082791,-6.02320241,Dodoma,non functional
53555,35.83406211,-6.24192024,Dodoma,non functional
26870,35.89408803,-6.15056564,Dodoma,non functional
56018,35.68052599,-5.97078433,Dodoma,non functional
49539,36.37389901,-6.70643417,Dodoma,functional
19130,35.60823487,-6.22447652,Dodoma,non functional
22151,35.84192539,-6.11900732,Dodoma,non functional
43299,35.75863157,-6.21883813,Dodoma,functional
31687,35.95811947,-6.48423164,Dodoma,functional
70410,35.76474802,-6.66358649,Dodoma,non functional
59908,36.19868493,-5.04667521,Dodoma,non functional
3059,36.74138095,-6.08786135,Dodoma,functional
16720,36.35915326,-7.02065578,Dodoma,functional
71464,36.68323485,-6.2895714,Dodoma,functional
38763,36.49807768,-7.03154219,Dodoma,functional
38743,36.53090739,-6.17233409,Dodoma,non functional
6845,36.0564496,-6.78276557,Dodoma,functional
24152,35.40060622,-5.24682415,Dodoma,functional needs repair
63104,35.35462619,-5.23761695,Dodoma,non functional
442,35.98917543,-5.88782909,Dodoma,functional
18547,35.8370037,-6.49775193,Dodoma,functional
21214,35.87629057,-4.66569825,Dodoma,functional needs repair
55792,36.63151398,-6.36520989,Dodoma,functional
61732,35.65755782,-6.52627233,Dodoma,functional
59643,36.18413763,-6.08272155,Dodoma,non functional
70510,35.84505558,-6.34997093,Dodoma,non functional
60113,35.39358216,-6.39991933,Dodoma,functional
57784,36.43242114,-5.8136619,Dodoma,non functional
37303,35.88604807,-5.47408045,Dodoma,non functional
29411,35.67522325,-6.74698782,Dodoma,functional
1720,35.82211859,-4.463242,Dodoma,functional needs repair
57987,35.31290169,-6.77981287,Dodoma,functional
51025,35.6267769,-6.8532445,Dodoma,functional
2645,35.5061134,-6.14182569,Dodoma,functional
65985,36.19932917,-5.0464584,Dodoma,non functional
18849,36.12200254,-6.43089437,Dodoma,non functional
21140,35.84563593,-5.92533269,Dodoma,non functional
42743,36.63182059,-6.45273384,Dodoma,functional
31538,35.6367314,-6.17154557,Dodoma,non functional
7507,36.287005,-5.17918519,Dodoma,functional
5975,36.17367609,-5.69547961,Dodoma,non functional
13948,36.18723529,-6.85716827,Dodoma,non functional
29023,35.67256754,-5.95584258,Dodoma,functional
37392,35.85223886,-6.34788531,Dodoma,non functional
1213,35.78675013,-4.55359985,Dodoma,functional
52762,35.86216981,-5.97312346,Dodoma,non functional
17029,36.41735495,-6.14041304,Dodoma,non functional
49199,35.91798652,-6.62795484,Dodoma,functional
13599,35.75019705,-6.38329482,Dodoma,non functional
62811,36.77986845,-6.29912691,Dodoma,non functional
43020,36.40509009,-6.21079163,Dodoma,functional
42254,35.36190391,-6.25257134,Dodoma,functional
58376,36.01398631,-5.08875344,Dodoma,non functional
28226,35.89178731,-6.05650946,Dodoma,functional
62086,35.91419524,-5.88586776,Dodoma,functional
55015,36.33351277,-6.10272792,Dodoma,functional
32938,35.63631133,-6.92596694,Dodoma,non functional
26801,36.41680753,-6.21799565,Dodoma,functional
47876,35.88559075,-6.16929842,Dodoma,functional
22804,35.25284846,-5.90111006,Dodoma,non functional
67729,36.8269262,-6.31354456,Dodoma,functional
15692,36.13220366,-6.20538739,Dodoma,non functional
29022,35.74994179,-6.57394086,Dodoma,non functional
51538,35.39360884,-6.89350813,Dodoma,functional
21085,36.62890315,-5.93731647,Dodoma,functional
54410,35.39842359,-6.14539595,Dodoma,non functional
61935,36.25609498,-6.96019514,Dodoma,functional
50944,36.50271895,-6.82907955,Dodoma,functional
25932,36.28561303,-6.47074838,Dodoma,functional
46904,35.61665605,-5.65278856,Dodoma,functional
16238,35.96800985,-6.43050073,Dodoma,functional
65162,36.43478852,-5.81072658,Dodoma,non functional
28924,35.30919694,-5.16807206,Dodoma,functional
46483,36.60122739,-6.97685651,Dodoma,functional
39418,35.87692905,-6.06709927,Dodoma,non functional
34163,36.19200356,-5.40746054,Dodoma,non functional
24051,35.4434932,-5.74461371,Dodoma,functional
65654,36.27279012,-6.63977408,Dodoma,functional
34477,36.16510577,-5.69518491,Dodoma,non functional
5809,35.91364253,-5.46492727,Dodoma,non functional
59178,35.92817573,-4.71463737,Dodoma,functional
27334,36.69688079,-5.99319228,Dodoma,non functional
62952,36.82429723,-6.11556343,Dodoma,functional
68142,35.66564574,-6.52528985,Dodoma,functional
22036,36.02482072,-4.73320659,Dodoma,functional needs repair
14264,35.81840804,-6.59636582,Dodoma,non functional
7258,35.54998978,-6.20596095,Dodoma,non functional
12472,35.88469894,-5.30516354,Dodoma,functional
50053,36.50574859,-6.71361802,Dodoma,non functional
30304,35.97212309,-5.93780298,Dodoma,functional
34343,35.91265931,-4.63243327,Dodoma,functional
29481,36.57441955,-6.43132419,Dodoma,functional
9475,36.45488571,-6.34759901,Dodoma,non functional
16101,36.26098982,-5.55909192,Dodoma,non functional
30024,36.55915802,-6.68902032,Dodoma,functional
22985,36.51391802,-5.99575604,Dodoma,non functional
5538,35.51845619,-6.57081965,Dodoma,functional
45900,35.89588167,-6.28705603,Dodoma,functional
64472,35.31788703,-5.38416487,Dodoma,functional
74109,35.55445649,-5.59265732,Dodoma,functional needs repair
46,36.1516465,-6.13749281,Dodoma,functional
29792,36.64686385,-6.26431473,Dodoma,non functional
17870,35.64451327,-4.7975713,Dodoma,non functional
4733,35.88451397,-6.06412248,Dodoma,functional
29772,36.4012053,-6.22703431,Dodoma,functional
56395,35.99950577,-4.5222745,Dodoma,non functional
50950,36.08139685,-5.70732162,Dodoma,non functional
58997,36.51021216,-6.95303623,Dodoma,functional
52271,35.47792444,-5.263265,Dodoma,non functional
35186,36.48868205,-7.11291406,Dodoma,non functional
68470,35.30746875,-5.9535537,Dodoma,non functional
52674,36.05299324,-4.87818106,Dodoma,functional
68149,35.5512705,-6.06235648,Dodoma,functional needs repair
69494,35.66458941,-6.37192123,Dodoma,functional
3039,36.82993977,-6.31753687,Dodoma,non functional
5748,36.0396388,-6.85948249,Dodoma,functional
49572,36.61224565,-6.96566141,Dodoma,non functional
61802,35.4906566,-6.09270322,Dodoma,functional
38092,36.31416445,-6.72093447,Dodoma,functional
7746,35.95260722,-4.65157814,Dodoma,functional needs repair
67857,36.18204823,-6.20373262,Dodoma,non functional
21363,35.35299511,-6.24415207,Dodoma,functional
53898,36.49926578,-6.83699879,Dodoma,functional
18104,35.79396262,-4.54964985,Dodoma,functional needs repair
47752,36.78601163,-6.04676261,Dodoma,non functional
53475,36.21574463,-6.12628792,Dodoma,non functional
7019,36.44629671,-5.9838515,Dodoma,non functional
66704,36.58894787,-6.06038839,Dodoma,functional
47858,35.54756815,-6.33643291,Dodoma,functional
16429,35.67831764,-6.03029921,Dodoma,functional
187,35.76281332,-6.30346824,Dodoma,non functional
55730,35.84722149,-6.76869239,Dodoma,non functional
15252,36.00512465,-6.21747073,Dodoma,functional
59733,35.74029869,-4.54989949,Dodoma,functional
45343,35.34946329,-6.04783655,Dodoma,functional
13195,36.04584041,-5.92990107,Dodoma,non functional
19293,35.89167919,-6.17010016,Dodoma,functional
56823,36.17213351,-5.69422346,Dodoma,functional
34803,35.94507261,-4.69170029,Dodoma,functional needs repair
6632,35.99663486,-7.02605965,Dodoma,non functional
48834,36.37257914,-6.70953063,Dodoma,functional
2494,35.90554441,-4.71224287,Dodoma,functional needs repair
30651,36.49118487,-7.10931532,Dodoma,functional needs repair
7632,36.16547938,-6.13394106,Dodoma,non functional
25440,35.84213095,-5.48397237,Dodoma,non functional
69071,35.68826734,-5.93188497,Dodoma,non functional
24109,35.89284695,-6.14290731,Dodoma,non functional
46681,35.97599532,-6.42965975,Dodoma,non functional
29721,35.78057956,-4.5361296,Dodoma,non functional
54340,36.1113136,-5.7502012,Dodoma,functional
57922,36.55711018,-6.39997483,Dodoma,functional
55456,35.80323448,-5.77583016,Dodoma,non functional
72233,36.47431698,-6.1744912,Dodoma,functional
15888,36.78842596,-6.21866188,Dodoma,non functional
54930,35.69047713,-5.92027814,Dodoma,non functional
54401,35.99080376,-6.23284072,Dodoma,non functional
74029,35.80182738,-4.44221218,Dodoma,functional needs repair
9740,36.12323348,-5.797644,Dodoma,non functional
56899,35.6211838,-6.04146944,Dodoma,non functional
8875,35.48287631,-6.33906232,Dodoma,functional
50716,36.26425519,-5.56040162,Dodoma,non functional
29995,35.8405649,-4.72369549,Dodoma,functional
7044,36.16864553,-6.2784474,Dodoma,non functional
6355,36.3827364,-6.60131986,Dodoma,functional
29378,35.59909399,-6.08734105,Dodoma,non functional
50971,35.82282597,-4.49214954,Dodoma,non functional
44882,35.77347725,-4.54405002,Dodoma,functional
28186,35.73247557,-4.46176671,Dodoma,functional
24870,35.9703397,-6.48495661,Dodoma,functional
14100,35.77910641,-5.34276263,Dodoma,non functional
42429,35.57966364,-6.21159195,Dodoma,functional
34160,35.94687424,-4.68978713,Dodoma,functional needs repair
73545,35.37394148,-6.50056261,Dodoma,functional
48009,36.10436466,-5.77820122,Dodoma,functional
10366,36.11179024,-6.27729351,Dodoma,functional
27436,36.11200231,-5.05108681,Dodoma,non functional
23346,35.98327217,-4.65171167,Dodoma,non functional
37980,36.7333217,-6.08218649,Dodoma,functional
8025,36.41077159,-5.99174135,Dodoma,functional
28920,35.88270301,-6.17158288,Dodoma,non functional
33036,36.12489486,-6.20673729,Dodoma,non functional
67335,35.84321513,-5.56587899,Dodoma,non functional
35793,36.60979188,-6.98102386,Dodoma,non functional
57705,36.13570857,-6.0462218,Dodoma,non functional
9414,36.25740984,-6.9598736,Dodoma,functional
14882,35.85249853,-5.4125494,Dodoma,functional
72805,35.91608315,-6.24931063,Dodoma,non functional
60868,36.15872525,-5.56968331,Dodoma,non functional
22509,35.87383368,-4.69278558,Dodoma,functional needs repair
21671,35.59699732,-5.40225359,Dodoma,functional
4595,36.3954871,-6.65973396,Dodoma,functional
14714,36.20258547,-4.73163381,Dodoma,non functional
4,36.16489341,-6.09928949,Dodoma,non functional
2699,36.82549768,-6.26533566,Dodoma,non functional
3786,36.19717593,-5.04574008,Dodoma,non functional
54448,36.48400916,-5.71954807,Dodoma,functional
24802,35.64221773,-5.53345774,Dodoma,functional
2515,36.63567898,-6.78899491,Dodoma,functional
8937,35.92382083,-6.47021405,Dodoma,non functional
44507,36.04960648,-4.8476755,Dodoma,functional needs repair
63332,35.61087722,-6.11991304,Dodoma,non functional
58400,36.58686663,-6.05106256,Dodoma,functional
2323,35.77630353,-4.62434472,Dodoma,non functional
9882,35.92115844,-6.40278148,Dodoma,functional
2163,35.9982458,-6.21824826,Dodoma,non functional
51301,36.39926007,-6.75624575,Dodoma,non functional
49969,36.34987373,-6.2943592,Dodoma,functional
60994,35.88830279,-5.21828357,Dodoma,non functional
37176,35.74530205,-6.37191201,Dodoma,non functional
44841,35.75404988,-6.06241671,Dodoma,non functional
10903,35.7464199,-6.68649057,Dodoma,functional
64293,36.61382384,-6.8361901,Dodoma,functional
32490,36.22567973,-5.9661788,Dodoma,non functional
56070,36.14489943,-6.03729756,Dodoma,non functional
59870,35.87927308,-6.06674806,Dodoma,non functional
64492,35.76757152,-6.67996448,Dodoma,non functional
39869,36.38110968,-6.62896731,Dodoma,functional
39867,35.67068208,-6.3736971,Dodoma,functional
15969,36.30413726,-6.46740217,Dodoma,functional
17039,36.43526861,-7.22550853,Dodoma,functional
8550,36.65327634,-6.12366204,Dodoma,functional
48325,36.15262182,-6.00873439,Dodoma,functional
35375,36.05153477,-4.86857841,Dodoma,functional needs repair
3972,35.63763998,-5.84351816,Dodoma,functional
68909,35.49215838,-5.27086767,Dodoma,functional
71454,35.77512531,-6.38962928,Dodoma,functional
21729,36.14790645,-6.02394722,Dodoma,functional
73971,35.76268977,-6.05676655,Dodoma,non functional
73206,35.82850181,-4.44543623,Dodoma,functional needs repair
71003,35.94472591,-5.03471616,Dodoma,functional
2457,36.55445369,-6.52827946,Dodoma,non functional
13094,35.96638761,-4.7114771,Dodoma,functional needs repair
73529,36.25580464,-6.95094846,Dodoma,functional
18504,35.57284256,-6.30304236,Dodoma,non functional
39173,36.535478,-6.37527536,Dodoma,functional
61799,36.30774896,-6.68940973,Dodoma,functional
62298,36.28657851,-6.47019987,Dodoma,functional
4404,35.81919284,-5.09910299,Dodoma,non functional
8845,35.35745303,-6.22926806,Dodoma,functional
22013,35.72699096,-5.53619536,Dodoma,functional
45561,36.06344712,-6.38717527,Dodoma,non functional
66172,35.84603338,-5.92606647,Dodoma,functional
14492,36.07841311,-4.80542108,Dodoma,non functional
55036,35.6237974,-6.04788756,Dodoma,non functional
57198,35.96611957,-5.14074084,Dodoma,functional needs repair
11600,35.73458641,-5.00034207,Dodoma,non functional
25827,35.96306456,-5.96232034,Dodoma,non functional
57356,35.98992626,-4.70775868,Dodoma,functional needs repair
5856,35.84528622,-6.36071876,Dodoma,non functional
9191,36.13601007,-6.04627324,Dodoma,non functional
32913,35.86203165,-4.94639098,Dodoma,functional
70392,36.20164495,-6.49824806,Dodoma,non functional
17754,36.13343311,-6.20488233,Dodoma,non functional
24310,35.56755172,-5.90410841,Dodoma,non functional
8085,35.84194785,-4.5202751,Dodoma,functional
35787,35.73189735,-5.52998762,Dodoma,non functional
21202,36.66814046,-6.338525,Dodoma,non functional
59113,35.79272274,-4.56123859,Dodoma,functional
21307,35.8717578,-6.31495709,Dodoma,functional
22247,36.027061,-4.73092101,Dodoma,non functional
10869,35.66195376,-5.9444908,Dodoma,functional
19504,36.28815254,-5.17588321,Dodoma,non functional
23613,35.88147388,-4.35066177,Dodoma,functional
3578,35.76053389,-6.22258017,Dodoma,non functional
14522,36.62043887,-6.82784108,Dodoma,functional
50823,35.62913216,-5.83001836,Dodoma,non functional
258,36.44246312,-7.02486513,Dodoma,functional needs repair
65084,35.98010425,-6.43601028,Dodoma,non functional
68321,36.77916643,-6.30535784,Dodoma,functional
51895,35.88782952,-4.63063758,Dodoma,functional
72314,36.15168113,-5.15091847,Dodoma,non functional
5943,36.44832902,-5.88647558,Dodoma,functional
32120,35.84584985,-5.48730737,Dodoma,functional
54711,36.44672451,-5.88728651,Dodoma,functional
73275,36.78205622,-6.04617827,Dodoma,non functional
68384,35.67520991,-6.21672781,Dodoma,functional needs repair
20231,36.39803562,-6.96998749,Dodoma,functional
1535,35.34698838,-5.24198552,Dodoma,non functional
36149,35.40407219,-5.24483285,Dodoma,functional
63171,35.63842592,-6.17166964,Dodoma,functional
23229,36.42909418,-7.22046025,Dodoma,functional
47801,35.46959996,-6.08356939,Dodoma,functional
66523,35.88980935,-5.24106782,Dodoma,non functional
30441,35.74857644,-6.31428563,Dodoma,functional needs repair
68396,36.82563572,-6.2641102,Dodoma,functional
13647,35.92633364,-6.24372242,Dodoma,non functional
60630,36.60637028,-6.66126201,Dodoma,non functional
41453,35.49453649,-6.32046905,Dodoma,non functional
3034,36.27257658,-6.73257393,Dodoma,functional
20883,35.74976325,-6.33428238,Dodoma,non functional
59550,35.93163531,-6.14219603,Dodoma,non functional
28036,36.1327323,-4.94522115,Dodoma,non functional
2015,35.91681875,-6.08489812,Dodoma,non functional
37827,35.92316025,-5.24705435,Dodoma,non functional
69738,35.86714671,-6.31438177,Dodoma,functional
41521,35.94480419,-5.02973532,Dodoma,functional
28238,36.74300308,-6.28862682,Dodoma,functional
44401,36.08036923,-5.71737755,Dodoma,functional
22288,35.44330217,-5.56069333,Dodoma,non functional
49634,35.71454726,-4.90198984,Dodoma,non functional
64009,36.13269728,-4.94257935,Dodoma,non functional
56516,35.83168682,-4.44599055,Dodoma,non functional
13666,35.60759594,-6.28298846,Dodoma,non functional
8662,36.6195101,-6.34709257,Dodoma,non functional
2,36.11505595,-6.27926803,Dodoma,functional
25040,36.44642519,-5.88805696,Dodoma,non functional
51030,35.61001532,-6.22204531,Dodoma,non functional
55564,36.32293677,-6.03470578,Dodoma,non functional
18032,36.30776208,-5.66890332,Dodoma,functional
71557,36.16939335,-5.14319684,Dodoma,non functional
8,35.93944483,-6.0143582,Dodoma,non functional
58535,35.74453486,-6.37145685,Dodoma,non functional
50618,36.12888953,-5.00956424,Dodoma,non functional
16847,35.92696015,-5.94830289,Dodoma,non functional
5153,36.42407587,-6.31885413,Dodoma,non functional
29112,35.59039772,-6.30491307,Dodoma,non functional
24234,35.84697927,-4.55414134,Dodoma,non functional
54879,35.59288415,-6.28300878,Dodoma,non functional
8013,36.063264,-4.68861383,Dodoma,non functional
32069,36.30627797,-6.35771672,Dodoma,functional
71936,36.09209825,-6.7535021,Dodoma,functional needs repair
72633,35.96751759,-7.10517036,Dodoma,functional
10636,35.71065514,-5.48314416,Dodoma,non functional
19272,35.68533575,-6.63211597,Dodoma,non functional
69489,35.87690272,-5.8907038,Dodoma,functional needs repair
39187,35.7568967,-4.62000774,Dodoma,functional
44377,36.09861562,-6.58561679,Dodoma,functional
56997,36.45364606,-5.94854728,Dodoma,functional
46951,36.26432571,-5.56013263,Dodoma,functional needs repair
53745,35.735386,-4.94497507,Dodoma,functional
30488,36.76951817,-6.31323403,Dodoma,functional
11410,35.38021857,-5.73543532,Dodoma,functional
67480,36.65283762,-6.13197683,Dodoma,functional
69404,36.13791118,-6.20412434,Dodoma,non functional
26562,35.73234979,-5.53563425,Dodoma,non functional
64727,36.56750927,-6.4070851,Dodoma,non functional
57898,36.12572498,-4.96873189,Dodoma,non functional
20896,36.00063961,-5.10479406,Dodoma,non functional
638,35.51017232,-6.28515585,Dodoma,functional
21876,35.82529682,-4.45221068,Dodoma,functional needs repair
49992,36.27290199,-6.63978289,Dodoma,functional
47110,35.65232231,-6.1753467,Dodoma,non functional
68167,35.82428162,-4.46311406,Dodoma,functional needs repair
72943,36.12258117,-6.66497194,Dodoma,non functional
51069,36.73586007,-6.08235667,Dodoma,functional
68166,36.10566812,-6.27676465,Dodoma,non functional
41672,36.64283877,-6.2448378,Dodoma,non functional
22807,36.67762257,-6.38163394,Dodoma,functional
30509,35.91513169,-4.64303471,Dodoma,functional
61622,35.86461754,-5.89685185,Dodoma,functional needs repair
73421,35.62464382,-6.03856514,Dodoma,non functional
60977,35.883645,-6.0628953,Dodoma,non functional
23672,35.84726962,-4.46818558,Dodoma,non functional
20078,35.88167651,-5.31339154,Dodoma,functional
50111,35.94033387,-6.13165716,Dodoma,non functional
35557,35.48194546,-6.02103879,Dodoma,functional
45495,35.79959286,-5.78931105,Dodoma,functional
28173,35.99117528,-6.05168453,Dodoma,non functional
46500,36.47947616,-6.16631139,Dodoma,non functional
52244,35.98640664,-6.22997843,Dodoma,functional
8372,35.74582293,-4.4623363,Dodoma,functional needs repair
40787,35.69661462,-5.40699126,Dodoma,functional
41694,35.92241253,-4.63423087,Dodoma,functional
50626,35.94835587,-4.70835038,Dodoma,functional needs repair
42463,35.63937336,-6.16599125,Dodoma,functional
63790,36.20485166,-6.92301969,Dodoma,non functional
59640,35.54194929,-5.465769,Dodoma,functional
6449,35.81967053,-6.85338151,Dodoma,functional needs repair
54263,35.8554602,-6.34263597,Dodoma,non functional
53797,36.749879,-6.29462357,Dodoma,functional
55492,35.75409365,-6.32683818,Dodoma,functional needs repair
7207,36.12839082,-6.66086482,Dodoma,functional
69053,35.74413465,-5.00010628,Dodoma,functional
25943,36.31644424,-6.10066638,Dodoma,functional
70588,36.28693861,-5.65665193,Dodoma,non functional
58858,35.37877818,-5.73684547,Dodoma,functional
71582,35.96800025,-6.43049555,Dodoma,functional
58266,35.97984495,-6.1035482,Dodoma,non functional
66060,36.83575034,-6.26102209,Dodoma,functional
38656,35.99326352,-7.0268131,Dodoma,non functional
52775,35.9181162,-5.78622512,Dodoma,non functional
35888,36.13600695,-6.04610037,Dodoma,non functional
9365,36.30296453,-5.16822558,Dodoma,functional needs repair
47774,35.88475745,-6.68940675,Dodoma,functional
27704,36.82680359,-6.31771253,Dodoma,functional
57703,35.76279004,-4.6085011,Dodoma,functional
15444,35.81244337,-4.43090871,Dodoma,functional
12248,36.88935908,-5.95996625,Dodoma,non functional
12695,35.83424112,-4.48542747,Dodoma,functional
34978,36.3930532,-6.3767412,Dodoma,non functional
13628,36.47802185,-7.19839482,Dodoma,functional
7,36.31361889,-6.71925716,Dodoma,functional
26880,35.87150667,-4.69207642,Dodoma,functional needs repair
13776,35.3482664,-5.71748813,Dodoma,functional
28708,35.71550408,-4.90194786,Dodoma,non functional
12255,36.04250845,-5.94283756,Dodoma,functional
10588,35.81434188,-5.95640421,Dodoma,functional
55783,36.0165845,-6.20611804,Dodoma,non functional
74036,35.84266267,-4.51113745,Dodoma,functional
69235,35.89977406,-5.10612102,Dodoma,functional
12502,36.49427754,-7.11006808,Dodoma,non functional
1180,35.83291505,-4.33583118,Dodoma,functional
30284,35.4207925,-5.89853307,Dodoma,functional
8470,35.37480557,-5.2975962,Dodoma,non functional
27736,35.58055715,-6.69601536,Dodoma,functional needs repair
16672,35.7777087,-4.54231254,Dodoma,functional
32084,35.82706455,-4.46960269,Dodoma,functional needs repair
47961,36.08619982,-6.23765304,Dodoma,non functional
16970,35.79961977,-5.81134626,Dodoma,non functional
27732,36.22908373,-6.1579744,Dodoma,functional needs repair
74090,36.14374507,-5.26702545,Dodoma,non functional
32242,36.31593043,-6.02901701,Dodoma,functional
43725,35.78212345,-5.34521181,Dodoma,non functional
18478,35.63576762,-5.48527401,Dodoma,non functional
14107,35.93513295,-5.00470518,Dodoma,non functional
34564,35.30390204,-6.3141749,Dodoma,non functional
50246,35.85425872,-5.40122805,Dodoma,functional
36791,35.86180534,-4.66065695,Dodoma,functional needs repair
17430,35.82503736,-4.46030254,Dodoma,functional
72149,36.05740243,-6.3510461,Dodoma,non functional
11067,36.0020072,-6.2180302,Dodoma,non functional
26670,35.14748498,-5.10424528,Dodoma,functional needs repair
61720,35.97332996,-6.1011235,Dodoma,non functional
70798,35.91313718,-4.71040618,Dodoma,functional needs repair
23349,35.8453191,-6.36093366,Dodoma,functional
16535,36.70766399,-6.44691538,Dodoma,non functional
14715,35.8092374,-5.96673799,Dodoma,functional
52977,36.16948103,-5.02831872,Dodoma,non functional
43441,36.33153077,-6.13437077,Dodoma,functional
47823,36.67435542,-6.31432026,Dodoma,functional
57600,35.91776336,-4.71203633,Dodoma,functional needs repair
1073,35.86778812,-5.17305291,Dodoma,non functional
50711,35.54167655,-6.46425667,Dodoma,functional
18803,36.00337483,-6.66613451,Dodoma,non functional
55711,35.9113134,-6.16566651,Dodoma,functional
1074,36.20103241,-6.49962016,Dodoma,non functional
36557,36.55625509,-6.689821,Dodoma,functional needs repair
32375,36.76927285,-6.29751037,Dodoma,functional
45839,35.53120556,-6.08794612,Dodoma,non functional
31165,36.16670093,-5.69594945,Dodoma,non functional
60627,35.62734794,-6.05346983,Dodoma,non functional
42565,36.26424738,-5.56034553,Dodoma,functional
27001,35.3893315,-6.39994241,Dodoma,functional
27315,35.83586007,-4.72982289,Dodoma,functional
41798,36.12587186,-6.55318602,Dodoma,non functional
20481,35.61636853,-6.28865292,Dodoma,non functional
52549,35.82847194,-6.24449137,Dodoma,non functional
27158,36.01711106,-4.95400082,Dodoma,non functional
33992,35.91460852,-6.08581631,Dodoma,non functional
33378,36.83588288,-6.25963153,Dodoma,non functional
22022,36.40408082,-6.65722709,Dodoma,functional
26088,36.62315394,-6.35260737,Dodoma,functional
37030,35.83005464,-4.38003374,Dodoma,non functional
11870,36.39732572,-6.73175694,Dodoma,functional
13402,36.51086287,-6.92611638,Dodoma,functional
71585,36.26404977,-6.96207426,Dodoma,non functional
50743,35.87985901,-4.60724079,Dodoma,functional
5624,35.74684545,-6.36122146,Dodoma,non functional
58414,36.48509047,-7.19585146,Dodoma,non functional
48645,36.35843083,-6.90644614,Dodoma,non functional
45318,35.54668168,-5.46339609,Dodoma,functional
44853,35.25522073,-5.56841895,Dodoma,functional
53168,35.59829936,-6.29489648,Dodoma,non functional
24018,36.06101063,-6.25541165,Dodoma,non functional
43041,35.9725386,-5.93863055,Dodoma,functional
62224,36.60873811,-6.98131844,Dodoma,functional
27651,35.84852004,-6.3459134,Dodoma,non functional
